partida_id,rodada,data_realizacao,status,time_mandante_id,mandante,time_visitante_id,visitante,placar_mandante,placar_visitante,resultado,total_gols,pontos_mandante,pontos_visitante,mandante_media_pontos_5j,mandante_media_gols_feitos_5j,mandante_media_gols_sofridos_5j,visitante_media_pontos_5j,visitante_media_gols_feitos_5j,visitante_media_gols_sofridos_5j
27771,13,2026-04-26,finalizado,45,Grêmio,84,Coritiba,1.0,0.0,vitoria_mandante,1,3,0,0.4,0.4,1.2,1.2,1.2,1.2
27767,13,2026-04-25,finalizado,57,São Paulo,60,Mirassol,1.0,0.0,vitoria_mandante,1,3,0,0.8,1.2,1.4,0.6,1.0,1.6
27769,13,2026-04-26,finalizado,64,Bragantino,56,Palmeiras,0.0,1.0,vitoria_visitante,1,0,3,1.8,2.0,1.2,2.6,1.2,0.4
27768,13,2026-04-26,finalizado,65,Corinthians,23,Vasco,1.0,0.0,vitoria_mandante,1,3,0,0.6,0.4,1.0,1.6,1.4,1.2
27773,13,2026-04-25,finalizado,68,Bahia,63,Santos,2.0,2.0,empate,4,1,1,1.2,1.4,1.8,1.4,1.2,1.2
27774,13,2026-04-25,finalizado,81,Remo,37,Cruzeiro,0.0,1.0,vitoria_visitante,1,0,3,1.0,1.4,1.6,2.0,1.6,1.0
27772,13,2026-04-26,finalizado,185,Athletico-PR,102,Vitória,3.0,1.0,vitoria_mandante,4,3,0,1.2,1.0,1.2,1.6,0.8,0.8
27784,14,2026-05-03,finalizado,5,Chapecoense,64,Bragantino,1.0,2.0,vitoria_visitante,3,0,3,0.2,0.6,2.6,1.8,1.8,1.0
27775,14,2026-05-03,finalizado,18,Flamengo,23,Vasco,2.0,2.0,empate,4,1,1,2.4,2.2,1.0,1.0,1.0,1.2
27776,14,2026-05-02,finalizado,22,Botafogo,81,Remo,1.0,2.0,vitoria_visitante,3,0,3,2.2,2.6,1.6,0.4,0.6,1.6
27780,14,2026-05-02,finalizado,37,Cruzeiro,30,Atlético-MG,1.0,3.0,vitoria_visitante,4,0,3,2.4,1.8,1.0,1.2,1.2,1.6
27781,14,2026-05-03,finalizado,44,Internacional,26,Fluminense,2.0,0.0,vitoria_mandante,2,3,0,1.2,1.0,1.0,2.0,2.0,1.4
27778,14,2026-05-02,finalizado,56,Palmeiras,63,Santos,1.0,1.0,empate,2,1,1,2.6,1.2,0.4,1.4,1.6,1.6
27777,14,2026-05-03,finalizado,57,São Paulo,68,Bahia,2.0,2.0,empate,4,1,1,1.4,1.4,1.2,1.4,1.6,1.4
27779,14,2026-05-03,finalizado,60,Mirassol,65,Corinthians,2.0,1.0,vitoria_mandante,3,3,0,0.6,1.0,1.6,1.0,0.4,0.8
27783,14,2026-05-02,finalizado,102,Vitória,84,Coritiba,4.0,1.0,vitoria_mandante,5,3,0,1.0,0.8,1.4,1.2,1.2,1.0
27782,14,2026-05-02,finalizado,185,Athletico-PR,45,Grêmio,0.0,0.0,empate,0,1,1,1.2,1.2,1.4,1.0,0.4,0.8
27786,15,2026-05-10,finalizado,23,Vasco,185,Athletico-PR,1.0,0.0,vitoria_mandante,1,3,0,1.0,1.2,1.4,1.4,1.2,0.8
27785,15,2026-05-09,finalizado,26,Fluminense,102,Vitória,2.0,2.0,empate,4,1,1,1.4,1.4,1.6,1.6,1.6,1.0
27790,15,2026-05-10,finalizado,30,Atlético-MG,22,Botafogo,1.0,1.0,empate,2,1,1,1.2,1.0,1.8,1.6,2.2,1.6
27791,15,2026-05-10,finalizado,45,Grêmio,18,Flamengo,0.0,1.0,vitoria_visitante,1,0,3,1.2,0.2,0.4,2.6,2.6,0.8
27789,15,2026-05-10,finalizado,60,Mirassol,5,Chapecoense,1.0,1.0,empate,2,1,1,1.2,1.0,1.2,0.2,0.8,2.2
27787,15,2026-05-10,finalizado,63,Santos,64,Bragantino,2.0,0.0,vitoria_mandante,2,3,0,1.0,1.4,1.8,1.8,1.6,1.2
27788,15,2026-05-10,finalizado,65,Corinthians,57,São Paulo,3.0,2.0,vitoria_mandante,5,3,0,1.0,0.4,0.6,1.4,1.6,1.4
27793,15,2026-05-09,finalizado,68,Bahia,37,Cruzeiro,1.0,2.0,vitoria_visitante,3,0,3,1.0,1.4,1.8,1.8,1.4,1.6
27794,15,2026-05-10,finalizado,81,Remo,56,Palmeiras,1.0,1.0,empate,2,1,1,1.0,1.0,1.4,2.2,1.0,0.4
27792,15,2026-05-09,finalizado,84,Coritiba,44,Internacional,2.0,2.0,empate,4,1,1,1.0,1.2,1.6,1.6,1.2,0.8
27804,16,2026-05-17,finalizado,5,Chapecoense,81,Remo,2.0,3.0,vitoria_visitante,5,0,3,0.2,0.8,2.2,1.0,1.2,1.6
27796,16,2026-05-17,finalizado,22,Botafogo,65,Corinthians,3.0,1.0,vitoria_mandante,4,3,0,1.2,2.0,1.6,1.6,1.0,0.8
27795,16,2026-05-16,finalizado,26,Fluminense,57,São Paulo,2.0,1.0,vitoria_mandante,3,3,0,1.4,1.6,1.8,0.8,1.2,1.8
27800,16,2026-05-16,finalizado,30,Atlético-MG,60,Mirassol,3.0,1.0,vitoria_mandante,4,3,0,0.8,0.8,1.8,1.4,1.2,1.2
27801,16,2026-05-16,finalizado,44,Internacional,23,Vasco,4.0,1.0,vitoria_mandante,5,3,0,1.2,1.4,1.2,1.6,1.2,1.0
27798,16,2026-05-16,finalizado,56,Palmeiras,37,Cruzeiro,1.0,1.0,empate,2,1,1,1.8,0.8,0.4,2.4,1.6,1.0
27797,16,2026-05-17,finalizado,63,Santos,84,Coritiba,0.0,3.0,vitoria_visitante,3,0,3,1.6,1.6,1.2,1.0,1.4,1.8
27799,16,2026-05-17,finalizado,64,Bragantino,102,Vitória,2.0,0.0,vitoria_mandante,2,3,0,1.2,1.4,1.6,1.6,1.8,1.2
27803,16,2026-05-17,finalizado,68,Bahia,45,Grêmio,1.0,1.0,empate,2,1,1,1.0,1.4,1.8,1.0,0.2,0.6
27802,16,2026-05-17,finalizado,185,Athletico-PR,18,Flamengo,1.0,1.0,empate,2,1,1,1.4,1.0,0.6,2.6,2.2,0.6
27805,17,2026-05-23,finalizado,18,Flamengo,56,Palmeiras,0.0,3.0,vitoria_visitante,3,0,3,2.2,2.0,0.6,1.8,1.0,0.6
27806,17,2026-05-24,finalizado,23,Vasco,64,Bragantino,0.0,3.0,vitoria_visitante,3,0,3,1.4,1.2,1.6,1.8,1.6,1.2
27810,17,2026-05-24,finalizado,37,Cruzeiro,5,Chapecoense,2.0,1.0,vitoria_mandante,3,3,0,2.0,1.4,1.0,0.2,1.2,2.4
27811,17,2026-05-23,finalizado,45,Grêmio,63,Santos,3.0,2.0,vitoria_mandante,5,3,0,1.0,0.4,0.8,1.0,1.4,1.8
27807,17,2026-05-23,finalizado,57,São Paulo,22,Botafogo,1.0,1.0,empate,2,1,1,0.8,1.4,1.8,1.6,2.2,1.4
27809,17,2026-05-23,finalizado,60,Mirassol,26,Fluminense,1.0,0.0,vitoria_mandante,1,3,0,1.4,1.2,1.4,2.0,1.8,1.6
27808,17,2026-05-24,finalizado,65,Corinthians,30,Atlético-MG,1.0,0.0,vitoria_mandante,1,3,0,1.4,1.2,1.4,1.4,1.4,1.8
27814,17,2026-05-24,finalizado,81,Remo,185,Athletico-PR,1.0,2.0,vitoria_visitante,3,0,3,1.4,1.6,1.8,1.0,0.8,0.8
27812,17,2026-05-25,finalizado,84,Coritiba,68,Bahia,3.0,2.0,vitoria_mandante,5,3,0,1.4,1.6,1.4,0.6,1.2,1.8
27813,17,2026-05-23,finalizado,102,Vitória,44,Internacional,2.0,0.0,vitoria_mandante,2,3,0,1.0,1.4,1.6,1.6,2.2,1.4
27815,18,2026-05-30,finalizado,18,Flamengo,84,Coritiba,3.0,0.0,vitoria_mandante,3,3,0,1.6,1.6,1.2,1.4,1.8,1.8
27816,18,2026-05-31,finalizado,23,Vasco,30,Atlético-MG,0.0,1.0,vitoria_visitante,1,0,3,0.8,0.8,2.0,1.4,1.4,1.6
27820,18,2026-05-31,finalizado,37,Cruzeiro,26,Fluminense,1.0,1.0,empate,2,1,1,2.0,1.4,1.2,1.4,1.2,1.4
27821,18,2026-05-30,finalizado,45,Grêmio,65,Corinthians,1.0,3.0,vitoria_visitante,4,0,3,1.6,1.0,0.8,1.8,1.4,1.4
27818,18,2026-05-31,finalizado,56,Palmeiras,5,Chapecoense,1.0,0.0,vitoria_mandante,1,3,0,1.8,1.4,0.6,0.2,1.2,2.0
27817,18,2026-05-30,finalizado,63,Santos,102,Vitória,3.0,1.0,vitoria_mandante,4,3,0,1.0,1.4,1.8,1.4,1.8,1.6
27819,18,2026-05-31,finalizado,64,Bragantino,44,Internacional,3.0,1.0,vitoria_mandante,4,3,0,1.8,1.4,0.8,1.6,2.0,1.4
27823,18,2026-05-30,finalizado,68,Bahia,22,Botafogo,2.0,1.0,vitoria_mandante,3,3,0,0.6,1.6,2.0,1.2,1.6,1.4
27824,18,2026-05-31,finalizado,81,Remo,57,São Paulo,1.0,0.0,vitoria_mandante,1,3,0,1.4,1.4,1.4,1.0,1.4,1.6
27822,18,2026-05-30,finalizado,185,Athletico-PR,60,Mirassol,1.0,0.0,vitoria_mandante,1,3,0,1.6,1.2,0.8,1.4,1.0,1.2
